Sample	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Streptococcus.s__Streptococcus_vestibularis	0	28.0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	0	1.25317	0	0	0	0	0	0	0	3.21082	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	130.747	221.759	148.007	87.3449	69.4489	109.123	131.291	206.04	179.311	167.569	110.021	117.279	182.085	201.894	131.097	141.931	240.165	139.885	194.857	468.726	149.988	158.19
ARO-PWY: chorismate biosynthesis I	394.741	412.776	448.217	299.776	545.179	388.9	419.063	419.642	488.955	480.905	355.931	526.038	436.866	367.076	527.28	550.922	504.961	332.023	366.205	536.902	530.785	577.127
ARO-PWY: chorismate biosynthesis I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	1.47312	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	15.7324	1.06493	2.23104	0	6.95239	0	16.4438	1.5529	0	35.1203	6.68913	18.7449	0	0	7.58162	5.85695	2.77051
ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	2.37106	0	0.785264	0.693436	0	1.56862	0	0	0	0	0	0	0	1.99196	0	0.268259	0
ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	4.8549	0	0	0	0	13.9127	8.15673	0	0	0.36759	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_shahii	0	2.28002	1.93286	2.22267	0	0	0	0	0	0	0	2.50555	0	0	0	0	0	0	0	1.21423	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69584	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_caccae	9.32509	15.6753	0	4.8395	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70643	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	16.2131	0	3.17719	0	0	17.4619	0	51.1252	6.79474	0	29.1182	26.7353	56.3458	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.20416	0	0	0	0	0	0	0	0	0	0.638968	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	3.67089	0	0	0	0	0	0	0	0	7.12898	6.01613
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0.567325	0	7.6091	0	0	0	0	0	0	2.5433	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	6.20758	18.1884	25.6168	0	0	0	0	0	0	4.19451	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	2.60747	0	0	5.48454	3.61692	0	0	0	0	0.401683	0	0	0	0	11.2738	0	0	1.59729	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	3.21339	0	0	0	0	0	0.478751	0.398529	0	0	0	1.26778	0	10.341	0	5.35941	4.8556
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	1.31486	0	0.56237	39.0716	6.88113	0	0	0	1.66575	0	0	0	0	0	0	0	39.4444	27.1168
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0.178235	0	0	0	0	0	2.44333	0	2.34377	2.64691
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	6.92675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	1.4798	3.9867	0	0	0	27.8373	3.18828	10.564	12.7368	0	7.01388	0	8.32485	0	6.64086	0	50.196	57.7683
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	4.79562	13.3424	0	0	0	0	0	0	0	8.31887	7.42385
ARO-PWY: chorismate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53263	1.47869
ARO-PWY: chorismate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0.307259	0	0	3.62562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	1.53677	0	0	0	0	0	0	0	1.03783	1.42217
ARO-PWY: chorismate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	3.32528	0	0	0	0	1.48032	0	11.0071	0	0	0	0	0	0	3.04188	3.42129	1.29028	0	0
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_obeum	0	0	0	0	60.9253	6.05509	26.2876	23.9589	0	22.2407	0	24.2558	13.9773	0	20.7691	17.4541	24.9736	0	0	0	16.6014	36.3585
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_producta	8.60693	0	0	0	0	0	0	0	15.5843	2.24904	6.17707	3.07557	0	0	2.46272	9.90846	3.33185	0	0	10.3575	0.211025	0.314818
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.35883	34.4398	24.9652	0	1.27003	0	0	12.2774	32.2388	1.82717	0	3.26399	4.09319	0	0
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_wexlerae	0	0	0	0	9.39104	0.894542	5.37252	2.63558	0	19.3924	0	11.8844	6.54761	0	13.558	13.344	8.61232	0	0	0	3.67671	7.66807
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	3.12909	0	11.2702	9.1988	0	1.24863	7.1699	0	2.94959	41.5709	1.38371	0	0	1.80755	0	0
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques	76.021	11.9077	27.2173	26.1526	102.843	3.48018	8.80689	27.6865	71.3705	20.9521	11.9888	15.1764	14.0274	27.4752	19.6889	26.9824	7.78389	32.1694	23.9063	6.03352	34.9136	59.3257
ARO-PWY: chorismate biosynthesis I|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	7.00717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0.136439	0	0	0	0	0	0	0.842786	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	1.31127	0	0	0	0	0	0	1.82616	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42732	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	9.17294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	4.81664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_138	0	0	0	0	0	0	0	0	0	0	0	0.931406	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	0	0	13.4274	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	0	0	0	0	2.26735	0	0	1.49114	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	52.349	13.0151	11.2629	34.885	0	0	0	0	4.02599	0	51.6424	56.4033	0	0	0	0	5.36018	12.6488
ARO-PWY: chorismate biosynthesis I|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	3.46224	2.27925	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	2.05976	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	6.10217	0	0.327108	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	0	0	1.74305	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	1.8443	0.814387	0	25.6557	0	4.30617	0	1.74235	2.39855	2.90635	12.1162	2.29926	0	34.2633	4.96727	6.23624	4.90597	47.842	5.12841	14.3968	0.992148	1.30768
ARO-PWY: chorismate biosynthesis I|g__Eggerthella.s__Eggerthella_sp_CAG_298	0	0	0	0	0	0	0	0	0	4.06095	0	2.94195	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_massiliensis	7.15011	0	0	0	0	0	0	0	0	0	0	0.843037	0	0	0	0	0.747031	0.616288	0.793368	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	2.40866	0	0	0	0	0	0.894755	0	0	0	0.824243	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0.617869	0	3.86577	13.1318	0	0	0	0.832674	2.82568	0	0	1.06031	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	6.64751	1.94148	0	3.03447	0	0	2.02184	4.47448	11.8764	0	1.53034	10.6691	0	0
ARO-PWY: chorismate biosynthesis I|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	92.0299	0.529252	0	0	0	0	0	7.54708	0	0.736397	0	0
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	160.656	0	8.6373	0	128.851	0.593157	0	4.40438	0	0	0	0	1.00203	15.4933	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_callanderi	3.99606	6.04196	0	4.54226	0	0	0	5.28512	1.7755	0	0	0	0	0	1.02918	0	0	1.34267	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	5.03659	5.57248	0	0	0	0	0	0	0	9.91761	5.75214
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0.968453	3.48321	0	0	11.1265	0	1.53914	2.35538	0	10.1561	5.32216	3.70454	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0	0	0	0	0	0	0	0	0	0.285908	0	0	0	0	0	0	0	3.52858	2.34678
ARO-PWY: chorismate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	44.5392	52.605	0	0	0	0	0	0	0	99.2934	93.7296
ARO-PWY: chorismate biosynthesis I|g__Faecalicatena.s__Faecalicatena_contorta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283084	0	0	0	0.0482148
ARO-PWY: chorismate biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_145	0	2.07979	0	6.1672	0	6.18754	0	1.41426	0	0	0	0	0	7.56655	0	0	0	0	0	0	3.68636	4.29649
ARO-PWY: chorismate biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	0	0	0	0	0	0	0	0	7.91688	0	0	1.45262	1.02316	0	0	0	0	0	0	0	0	1.57056
ARO-PWY: chorismate biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0	0	0	0	0	0	0	0	0	0	4.3251	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Flavonifractor.s__Flavonifractor_plautii	5.27453	1.44977	0	0	0	0.520739	0	1.30255	2.74397	4.64434	0	1.41824	0.253332	1.37032	0	15.6207	1.22232	2.2651	2.77283	0	2.15229	1.80706
ARO-PWY: chorismate biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	8.49371	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0.764173	0	0.269337	0	0	0	0	0	0	0	0.538393	0	0	0	0	0	0	0	0.217217
ARO-PWY: chorismate biosynthesis I|g__Hungatella.s__Hungatella_effluvii	0	0	0	0	0	0	0	0.0796656	0	0.292663	0	0.176929	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0.698471	0	0	1.96218	1.8417	1.91012	0	16.1599	7.7604	2.2536	16.5112	1.34707	0.302827	6.31285	2.65146	3.59831	8.7553	2.3517	0	6.24335	0	0.177502
ARO-PWY: chorismate biosynthesis I|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0.462713	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0.980178	0	0	0	0	0.780552	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_aldenense	0.997338	0	0	0	0	0	0	0	0.48403	0	0	0	0	0	0	0	0	0.848865	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	14.9979	0	0	0	0	0	0	0.160345	10.326	4.73719	0	0.315364	0	0	1.91574	0	0	1.41551	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0	0	0.284515	0.737877	0	0	0	0	0	0	0.650202	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_scindens	9.34561	3.41363	0	7.46065	0	7.72363	0.777767	3.13327	10.2342	0	0	0	0.418674	7.89297	2.70539	2.29029	0	4.80969	15.2744	0	1.27103	0.587446
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0.478912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	0	0	0	0	0	0	0	0	0	3.44746	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	88.196	1.83327	3.72552	0	0	20.4523	0	10.919	7.70048	0	17.977	5.39541	1.03483	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_OF09_33XD	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59326	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	0	0	0	0	2.52529	0	0	0	0	0	0	15.4786	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Megasphaera.s__Megasphaera_sp_MJR8396C	0	0	0	0	4.61734	0.316401	0	0	0	0	0	0	0	0	0	13.3595	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25418	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	14.8475	4.23816	0.928101	20.1275	0	6.94852	0	0	0	0	2.82573	21.2535	0.872883	28.7278	0	0	14.278	22.6782	7.14468	2.03474	7.98938	6.83339
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0074	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	8.54583	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0	0	0	1.18163	2.22658	0	2.39393	0	2.44592	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Pyramidobacter.s__Pyramidobacter_piscolens	0	0	0	0	0	1.42515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_faecis	0	0	0	0	4.79057	0	0	0	0	0	0	0	15.3455	0	0	0	0	0	0	0	20.8355	6.98771
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0.972969	0	2.53902	0	0	0	0	1.39786	0	0	0	1.0945	0	0	0	0.711021	0.884028
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296321	0.587814	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	2.87812	0	0.413308	0	0	3.84819	0	0	1.15364	0	2.07454	0	0.444883	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	8.03499	26.0894	0	0	3.76324	0	0	19.0935	6.49584	20.1827	0	3.83137	0	0	42.9263	53.1007	4.38086	0	0	5.6431	2.1389	3.78879
ARO-PWY: chorismate biosynthesis I|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	4.94895	0	6.41113	8.23706	0	10.8613	0	0	0	0	0	5.43842	19.5649	0	0	0	5.18981	2.44071	7.26076	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5	0	0	0	0	0	0.984952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	28.2189	11.8085	0	0	0	0	0	0	0	28.0294	37.7349
ARO-PWY: chorismate biosynthesis I|g__Sellimonas.s__Sellimonas_intestinalis	3.76524	1.45812	0	0	0	0	0	2.35125	7.87502	0.720809	34.5663	0	0	0	0	0	0	0.307849	3.93591	1.28314	0.354276	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0.321901	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382264
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	7.2268	3.13877	0	0	0	0	0	1.0362	0.343477	0	0.134657	4.25416	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	3.3877	0.666323	0	0	0	0	0	0.525432	0.239442	0	0	2.0966	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331927	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	2.51034	5.90664	0	6.68916	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_vestibularis	0	26.8678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	0	0	0	0	0	0	0	0	0	3.20612	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	142.506	224.719	150.945	71.8472	89.2554	88.5364	121.587	165.408	176.177	160.222	78.8284	84.4592	154.864	200.521	100.206	103.524	208.176	143.078	162.487	373.625	123.852	136.002
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	248.444	139.719	341.52	91.2052	213.255	141.359	294.416	181.888	223.98	233.494	172.162	158.967	283.369	115.451	220.362	185.495	150.96	102.63	160.295	100.802	258.29	262.541
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	5.58815	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	6.26892	18.0812	26.9315	0	0	0	0	0	0	3.84144	0	0	0	0.608879	0.166261	0.253485
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	1.8444	0	0	4.50823	0.820993	0	0	1.28146	0	0	0	0	0	0.610607	10.1043	0	0	0.692746	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0.481006	0	0.713741	39.5854	6.07793	0	0	0	2.03122	0	6.71321	0	0	0	0	0	39.0154	26.5375
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	60.7749	10.751	12.1312	5.66687	0.408097	35.9707	12.1873	8.44207	16.7715	10.2554	2.44499	4.74672	12.1868	9.45535	12.3862	5.37528	5.13406	3.37753	39.6336	5.32067	11.2702	6.15914
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	1.24697	5.2644	0	0	0	34.91	8.53164	13.3497	15.3676	0	9.65688	0.0576079	11.2107	0	9.87311	0	59.0763	67.6753
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0.659693	0	0	0	0	0	0	6.52283	0	0	0	0	0	0	1.70501	2.58846	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	0	0	0	0	16.1705	3.42698	7.15495	3.77475	0	14.1753	0	4.50445	4.02948	0	14.7579	6.85854	6.01852	0	0	0	3.32777	7.4533
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_wexlerae	0	0	0	0	1.70499	0.0932688	9.31068	0	0	0.620333	0	7.05569	14.2489	0	0.336061	1.26307	7.56589	0	0	0	0	0.0439028
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	64.2646	0	5.65627	0	13.0344	0	3.07558	1.23255	56.1883	6.11344	0	5.13948	5.62792	0	9.88508	10.0287	1.88265	0	0	2.22145	4.57373	5.18631
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10169	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Butyricimonas.s__Butyricimonas_virosa	0	0	0	0	0	0	0	0	0	0	0	0.472456	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	2.08532	1.1807	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0.228701	0	0.439742	0	2.23383	8.64059	0.0570083	0	0	0.486284	1.83181	0.291991	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	83.283	0.330943	0	0	0	0	0	7.54458	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	209.903	0	15.0186	0	165.641	0.827392	0	6.07559	0	0	0	0	0	17.3978	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	3.68286	0	0	0	0	0.537496	0	1.13237	1.95339	3.27654	0	0.754774	0.173358	0.741845	0	11.2231	0.731866	2.17924	2.311	0	1.43733	0.702409
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0.620096	0	0.419373	0	0	0	0	0	0.721515	0	0	0	0.839059	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	1.19589	0	0	0	0	1.51756	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0.84145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0.36844	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0	0	0.098524	0	0	0	0	0	0	0	0	0	0
